,id,label,count,louvain
3853,doublestandard,doublestandard,1,6
3854,plain,plain,1,6
3855,ari,ari,1,6
3856,fleischer,fleischer,1,6
3857,__________,__________,1,6
3858,rhodes,rhodes,1,6
3859,taxpayer,taxpayer,1,6
3860,20th,20th,1,6
3861,origin,origin,1,6
3862,journey,journey,1,6
3863,phrase,phrase,1,6
3864,revive,revive,1,6
3865,converge,converge,1,5
3866,gw,gw,1,5
3867,homeboy,homeboy,1,5
3868,tsunami,tsunami,1,6
3869,exposethecorruption,exposethecorruption,1,6
3870,tinatoon,tinatoon,1,6
3871,stayathome,stayathome,1,4
3872,alarm,alarm,1,4
3873,surge,surge,1,4
3874,lori,lori,1,4
3875,lightfoot,lightfoot,1,4
3876,rightbart,rightbart,1,5
3877,reitbart,reitbart,1,5
3878,afoot,afoot,1,5
3879,smell,smell,1,5
3880,cook,cook,2,5
3881,lankford,lankford,1,6
3882,daines,daines,1,6
3883,kennedy,kennedy,1,6
3884,braun,braun,1,6
3885,lummis,lummis,1,6
3886,hagerty,hagerty,1,6
3887,tuberville,tuberville,1,6
3888,percent,percent,1,6
3889,zuckerbergfunded,zuckerbergfunded,1,6
3890,infuriate,infuriate,1,1
3891,10minutes,10minutes,1,1
3892,stack,stack,1,1
3893,staple,staple,1,6
3894,5letter,5letter,1,6
3895,blazetv,blazetv,1,6
3896,economicwarroom,economicwarroom,1,6
3897,kevin,kevin,1,6
3898,weconcedenothing,weconcedenothing,1,6
3899,commissioner,commissioner,2,6
3900,104,104,2,6
3901,rochester,rochester,1,6
3902,kochenderfer,kochenderfer,2,6
3903,rrochester,rrochester,1,6
3904,1127,1127,1,6
3905,1231,1231,1,6
3906,56,56,1,6
3907,shameful,shameful,1,9
3908,unpatriotic,unpatriotic,1,9
3909,shady,shady,1,4
3910,elon,elon,1,4
3911,musk,musk,1,4
3912,test,test,1,4
3913,echoupvote,echoupvote,1,4
3914,covidhoax,covidhoax,1,4
3915,covid19hoax,covid19hoax,1,4
3916,courtroom,courtroom,1,6
3917,implore,implore,1,6
3918,revisit,revisit,1,6
3919,protocol,protocol,1,6
3920,electionaudit,electionaudit,1,6
3921,violent,violent,1,6
3922,priceless,priceless,1,6
3923,followthemoney,followthemoney,1,6
3924,swalwell,swalwell,1,5
3925,chinesespies,chinesespies,1,5
3926,honeytrap,honeytrap,1,5
3927,relend,relend,1,6
3928,244,244,1,6
3929,shoe,shoe,1,6
3930,48,48,1,6
3931,deeply,deeply,1,6
3932,vital,vital,2,6
3933,recordbreaking,recordbreaking,1,6
3934,stab,stab,1,6
3935,82,82,1,6
3936,injure,injure,1,6
3937,atty,atty,1,6
3938,hurricane,hurricane,2,6
3939,anticipate,anticipate,1,6
3940,incoming,incoming,1,6
3941,reciprocate,reciprocate,1,6
3942,beijings,beijings,1,6
3943,goodwill,goodwill,1,6
3944,involvement,involvement,1,6
3945,germany,germany,1,6
3946,spain,spain,1,6
3947,jan6org,jan6org,1,6
3948,unsafe,unsafe,1,6
3949,ironic,ironic,1,6
3950,billion,billion,1,6
3951,rush,rush,1,6
3952,deck,deck,1,6
3953,tba,tba,1,6
3954,fantasy,fantasy,1,6
3955,lolll,lolll,1,1
3956,apparently,apparently,1,1
3957,extra,extra,1,1
3958,chp,chp,1,1
3959,reinforcement,reinforcement,1,1
3960,depression,depression,1,1
3961,daaaaaaangerous,daaaaaaangerous,1,1
3962,carol,carol,1,1
3963,gavvywavvy,gavvywavvy,1,1
3964,baaaaaaack,baaaaaaack,1,1
3965,soooooon,soooooon,1,1
3966,gavvyyyyyy,gavvyyyyyy,1,1
3967,bout,bout,1,6
3968,dominiongate,dominiongate,1,6
3969,sos,sos,1,6
3970,dalton,dalton,1,6
3971,saint,saint,1,6
3972,advise,advise,1,6
3973,martial,martial,1,6
3974,rely,rely,1,6
3975,probiden,probiden,1,1
3976,25500,25500,1,1
3977,visa,visa,1,1
3978,jewelry,jewelry,1,1
3979,disavowal,disavowal,1,6
3980,entitle,entitle,1,6
3981,peacemaker,peacemaker,1,6
3982,neocons,neocons,1,6
3983,discredit,discredit,1,6
3984,bld,bld,1,6
3985,cubansfortrump,cubansfortrump,1,6
3986,cubans4trump,cubans4trump,1,6
3987,floridacubans4trump,floridacubans4trump,1,6
3988,venezuelasupportstrump2020,venezuelasupportstrump2020,1,6
3989,bind,bind,1,6
3990,dupe,dupe,1,2
3991,shes,shes,1,2
3992,worthless,worthless,1,2
3993,student,student,3,4
3994,debt,debt,2,4
3995,crisis,crisis,1,4
3996,100k,100k,1,4
3997,loan,loan,1,4
3998,studentdebt,studentdebt,1,4
3999,studentdebtcrisis,studentdebtcrisis,1,4
4000,brook,brook,1,6
4001,mood,mood,1,6
4002,unfair,unfair,1,6
4003,proclamation,proclamation,1,6
4004,9th,9th,1,6
4005,subcommittee,subcommittee,1,6
4006,bideniscompromised,bideniscompromised,1,1
4007,riseupamerica,riseupamerica,1,1
4008,cross,cross,1,6
4009,retweeting,retweeting,1,6
4010,lwc,lwc,1,6
4011,honesty,honesty,1,1
4012,allegiance,allegiance,1,6
4013,videotape,videotape,1,6
4014,linkedin,linkedin,1,6
4015,praise,praise,1,6
4016,repent,repent,1,6
4017,jail,jail,1,6
4018,cancelculture,cancelculture,1,1
4019,sexual,sexual,1,6
4020,hateful,hateful,1,6
4021,requirement,requirement,1,6
4022,previti,previti,1,6
4023,witfed,witfed,1,6
4024,mahon,mahon,1,6
4025,bottomsome,bottomsome,1,6
4026,extraordinary,extraordinary,1,6
4027,value,value,3,6
4028,powells,powells,1,6
4029,fear,fear,1,6
4030,zuckerbergs,zuckerbergs,1,6
4031,500m,500m,1,6
4032,16,16,1,6
4033,groundbreaking,groundbreaking,1,6
4034,apparatus,apparatus,1,6
4035,nonprofit,nonprofit,1,6
4036,fundamentally,fundamentally,1,6
4037,undermine,undermine,1,6
4038,phil,phil,1,6
4039,exact,exact,1,6
4040,aiyash,aiyash,1,6
4041,monica,monica,1,6
4042,palmers,palmers,1,6
4043,extortion,extortion,1,6
4044,omg,omg,1,4
4045,newsflash,newsflash,1,4
4046,scads,scads,1,6
4047,abject,abject,1,6
4048,rank,rank,1,6
4049,reportedly,reportedly,1,6
4050,ancestor,ancestor,1,6
4051,softwaremachines,softwaremachines,1,6
4052,reminiscient,reminiscient,1,6
4053,emerald,emerald,1,6
4054,robinson,robinson,1,6
4055,giggle,giggle,1,5
4056,kickback,kickback,1,6
4057,furious,furious,1,2
4058,incorrect,incorrect,1,2
4059,franklin,franklin,1,2
4060,clerk,clerk,1,6
4061,demandtransparency,demandtransparency,1,6
4062,grand,grand,1,6
4063,mentor,mentor,1,6
4064,worthy,worthy,1,6
4065,recirculate,recirculate,1,6
4066,net,net,1,6
4067,270000,270000,1,5
4068,216,216,1,6
4069,shy,shy,1,6
4070,sea,sea,1,6
4071,mens,mens,1,6
4072,maximus,maximus,1,6
4073,4ever,4ever,1,6
4074,250000000,250000000,1,6
4075,revenge,revenge,1,1
4076,castle,castle,1,1
4077,depose,depose,1,1
4078,redpillfairys,redpillfairys,1,6
4079,dose,dose,1,6
4080,positivity,positivity,1,6
4081,bobby,bobby,1,6
4082,piton,piton,1,6
4083,bobbypiton,bobbypiton,1,6
4084,hmmmmmm,hmmmmmm,1,6
4085,counterinsurgency,counterinsurgency,2,6
4086,prather,prather,1,6
4087,tn02,tn02,1,6
4088,fiscally,fiscally,1,6
4089,dethronepelosi,dethronepelosi,1,6
4090,moral,moral,1,6
4091,sanctity,sanctity,1,6
4092,sarah,sarah,1,7
4093,huckabee,huckabee,1,7
4094,818,818,1,7
4095,95801,95801,1,7
4096,2456915,2456915,1,7
4097,2376081,2376081,1,7
4098,communicate,communicate,1,2
4099,seek,seek,1,6
4100,contribution,contribution,1,6
4101,hesitate,hesitate,1,6
4102,prep,prep,1,6
4103,invoke,invoke,1,6
4104,tenure,tenure,1,6
4105,milwaukee,milwaukee,1,6
4106,releaser,releaser,1,6
4107,instantly,instantly,1,6
4108,drama,drama,1,6
4109,cyberattack,cyberattack,1,5
4110,disease,disease,1,4
4111,disagreement,disagreement,1,4
4112,height,height,1,6
4113,9999,9999,1,6
4114,totalitarian,totalitarian,1,6
4115,coat,coat,1,6
4116,exintelligence,exintelligence,1,6
4117,saturdaymotivation,saturdaymotivation,1,1
4118,neverbiden,neverbiden,1,1
4119,ditto,ditto,1,1
4120,neffenger,neffenger,2,6
4121,poulos,poulos,1,6
4122,shanghai,shanghai,1,6
4123,pete,pete,1,6
4124,ockham,ockham,1,6
4125,japanfortrump,japanfortrump,1,6
4126,oust,oust,1,6
4127,counter,counter,1,6
4128,discount,discount,1,6
4129,usahandmade,usahandmade,1,6
4130,delraybeach,delraybeach,1,6
4131,ccps,ccps,1,1
4132,nemesis,nemesis,1,1
4133,goneif,goneif,1,1
4134,professor,professor,1,1
4135,transformation,transformation,1,1
4136,react,react,1,1
4137,delight,delight,1,1
4138,aggression,aggression,1,1
4139,chinesevirus,chinesevirus,1,1
4140,ccpvirus,ccpvirus,1,1
4141,notsojoe,notsojoe,1,1
4142,workingclass,workingclass,1,1
4143,standonit,standonit,1,1
4144,procedure,procedure,1,6
4145,bipartisan,bipartisan,1,6
4146,swamppanic,swamppanic,1,4
4147,exhaustion,exhaustion,1,6
4148,horrify,horrify,1,6
4149,n721al,n721al,1,6
4150,3day,3day,1,6
4151,headquarter,headquarter,1,6
4152,curiouscamo,curiouscamo,1,6
4153,advertisement,advertisement,1,4
4154,version,version,1,6
4155,107m,107m,1,6
4156,404,404,1,6
4157,656,656,1,6
4158,staffer,staffer,1,6
4159,kemps,kemps,1,6
4160,officebe,officebe,1,6
4161,rotten,rotten,1,6
4162,scoundrel,scoundrel,1,6
4163,inauguration,inauguration,1,6
4164,psstpass,psstpass,1,1
4165,filing,filing,1,1
4166,salary,salary,1,1
4167,isabel,isabel,1,1
4168,vincent,vincent,1,1
4169,rightful,rightful,1,6
4170,escalate,escalate,1,6
4171,fame,fame,1,6
4172,glory,glory,1,6
4173,dime,dime,1,6
4174,troll,troll,1,6
4175,ahahahaha,ahahahaha,1,6
4176,introduction,introduction,1,6
4177,chaos,chaos,1,6
4178,openshiftkubernetes,openshiftkubernetes,1,6
4179,releaserhekraken,releaserhekraken,1,6
4180,pallet,pallet,1,6
4181,tea,tea,1,1
4182,strategize,strategize,1,1
4183,proceed,proceed,1,1
4184,unify,unify,1,1
4185,worship,worship,1,1
4186,almighty,almighty,1,1
4187,sort,sort,1,6
4188,wasnt,wasnt,1,6
4189,disrupt,disrupt,1,6
4190,22page,22page,1,6
4191,stopnewworldorder,stopnewworldorder,1,6
4192,binnall,binnall,1,6
4193,400,400,1,6
4194,hr,hr,1,6
4195,alleyesonmi,alleyesonmi,1,6
4196,selforganize,selforganize,1,6
4197,unsolicited,unsolicited,1,6
4198,lwoodlaw,lwoodlaw,1,6
4199,blockbuster,blockbuster,1,6
4200,35000,35000,1,6
4201,unsee,unsee,1,6
4202,biblical,biblical,1,6
4203,20minute,20minute,1,6
4204,slander,slander,1,6
4205,stress,stress,1,1
4206,provocation,provocation,1,1
4207,university,university,3,1
4208,1983,1983,1,1
4209,1984,1984,1,1
4210,bachelor,bachelor,1,1
4211,art,art,1,1
4212,dartmouth,dartmouth,1,1
4213,principle,principle,1,1
4214,degree,degree,1,1
4215,cambridge,cambridge,1,1
4216,scholar,scholar,1,1
4217,doctorate,doctorate,1,1
4218,philosophy,philosophy,1,1
4219,stanford,stanford,1,1
4220,atomic,atomic,1,1
4221,concept,concept,1,1
4222,consent,consent,1,1
4223,chapter,chapter,1,6
4224,patriotthings,patriotthings,1,6
4225,bret,bret,3,6
4226,rusty,rusty,1,6
4227,bower,bower,1,6
4228,convenient,convenient,1,6
4229,kinda,kinda,1,6
4230,williamofockham,williamofockham,1,6
4231,unconstitutionally,unconstitutionally,1,6
4232,11am,11am,1,6
4233,excellent,excellent,1,6
4234,rug,rug,1,6
4235,smashtheleft,smashtheleft,1,9
4236,cryptkeeper,cryptkeeper,1,4
4237,nancypelosi,nancypelosi,1,4
4238,heckuva,heckuva,1,6
4239,reform,reform,1,6
4240,overstate,overstate,1,6
4241,virginia,virginia,1,6
4242,mix,mix,1,6
4243,appall,appall,1,9
4244,consequence,consequence,1,9
4245,kimklacik,kimklacik,1,9
4246,johnjames,johnjames,1,9
4247,asshole,asshole,2,1
4248,spy,spy,1,1
4249,ericswallwell,ericswallwell,1,1
4250,punkassbitch,punkassbitch,1,1
4251,squeeze,squeeze,1,6
4252,pssst,pssst,1,6
4253,pipeline,pipeline,1,6
4254,cache,cache,1,6
4255,hmmmm,hmmmm,1,6
4256,scumbag,scumbag,1,6
4257,interweave,interweave,1,1
4258,carry,carry,1,2
4259,whered,whered,1,2
4260,pole,pole,1,2
4261,fkng,fkng,1,2
4262,trumpers,trumpers,1,2
4263,burst,burst,1,2
4264,warmth,warmth,1,2
4265,baseball,baseball,2,2
4266,player,player,1,2
4267,football,football,1,2
4268,soccer,soccer,1,2
4269,rugby,rugby,1,2
4270,athletic,athletic,1,2
4271,wifey,wifey,1,2
4272,soroslinked,soroslinked,1,2
4273,wallsofjericho,wallsofjericho,1,6
4274,moveofgod,moveofgod,1,6
4275,tackle,tackle,1,6
4276,visual,visual,1,6
4277,clarity,clarity,1,6
4278,51,51,1,6
4279,342am,342am,1,6
4280,justin,justin,1,6
4281,hart,hart,1,6
4282,resolve,resolve,1,6
4283,newt,newt,1,2
4284,gingrich,gingrich,1,2
4285,5pm,5pm,1,6
4286,huh,huh,1,6
4287,hogan,hogan,1,6
4288,gidley,gidley,1,6
4289,barn,barn,1,6
4290,discard,discard,1,6
4291,couldve,couldve,1,6
4292,maher,maher,1,1
4293,gina,gina,1,6
4294,haspell,haspell,1,6
4295,doyourjob,doyourjob,1,6
4296,diane,diane,1,8
4297,feinsteins,feinsteins,1,8
4298,husband,husband,1,8
4299,investor,investor,1,8
4300,chinathing,chinathing,1,8
4301,cybersleuths,cybersleuths,1,6
4302,colluders,colluders,1,5
4303,plank,plank,1,5
4304,cucumber,cucumber,2,5
4305,approximately,approximately,1,6
4306,irregular,irregular,1,6
4307,outofstate,outofstate,1,6
4308,plate,plate,1,6
4309,earlymorning,earlymorning,1,6
4310,shift,shift,1,6
4311,finish,finish,1,1
4312,golf,golf,1,1
4313,relentlessly,relentlessly,1,1
4314,amen,amen,1,1
4315,neck,neck,2,1
4316,brett,brett,1,6
4317,kavanaugh,kavanaugh,1,6
4318,coney,coney,1,6
4319,barrett,barrett,1,6
4320,tabulate,tabulate,1,6
4321,output,output,1,6
4322,benny,benny,1,2
4323,xinnie,xinnie,4,5
4324,pooh,pooh,4,5
4325,tubby,tubby,1,5
4326,bolshie,bolshie,1,5
4327,despot,despot,1,5
4328,willy,willy,1,5
4329,nilly,nilly,1,5
4330,pecan,pecan,1,6
4331,farmer,farmer,1,6
4332,split,split,1,6
4333,thur,thur,1,6
4334,pres,pres,1,6
4335,georgians,georgians,1,6
4336,drown,drown,1,4
4337,garbage,garbage,1,6
4338,dorsey,dorsey,1,4
4339,cornyn,cornyn,2,6
4340,1121,1121,1,6
4341,harrington,harrington,1,6
4342,refund,refund,1,6
4343,reservation,reservation,1,6
4344,violin,violin,1,6
4345,spangle,spangle,1,6
4346,repeat,repeat,1,1
4347,docsballot,docsballot,1,1
4348,explanation,explanation,1,1
4349,alleviate,alleviate,1,1
4350,bar,bar,1,6
4351,chen,chen,1,6
4352,squad,squad,1,6
4353,easily,easily,1,6
4354,engineer,engineer,2,6
4355,op,op,1,6
4356,hot,hot,1,6
4357,confront,confront,1,2
4358,stopthestealrallies,stopthestealrallies,1,2
4359,monument,monument,1,6
4360,indescribable,indescribable,1,6
4361,immoral,immoral,1,6
4362,bound,bound,1,6
4363,walmart,walmart,2,6
4364,backpedal,backpedal,1,6
4365,joshhawley,joshhawley,1,6
4366,lax,lax,1,6
4367,dca,dca,1,6
4368,deprive,deprive,1,5
4369,exercise,exercise,1,5
4370,sufficient,sufficient,1,5
4371,brit,brit,1,5
4372,locke,locke,1,5
4373,washingtons,washingtons,1,5
4374,fleet,fleet,1,5
4375,gentle,gentle,1,5
4376,injustice,injustice,1,5
4377,rebellion,rebellion,1,5
4378,eliminate,eliminate,1,6
4379,mother,mother,1,6
4380,duo,duo,1,6
4381,californians,californians,1,6
4382,72,72,1,6
4383,elecrionfraud,elecrionfraud,1,6
4384,disgrace,disgrace,1,6
4385,bowser,bowser,1,6
4386,fishfaced,fishfaced,1,6
4387,fedbook,fedbook,1,2
4388,instascam,instascam,1,2
4389,fireworksexplosives,fireworksexplosives,1,6
4390,diner,diner,1,6
4391,willard,willard,1,6
4392,obummers,obummers,1,6
4393,trumpquotes,trumpquotes,1,5
4394,thebest,thebest,1,5
4395,revote,revote,1,6
4396,arizonavote,arizonavote,1,6
4397,61k,61k,1,6
4398,36827,36827,1,6
4399,provisional,provisional,1,6
4400,wizard,wizard,1,6
4401,whitehouse,whitehouse,1,9
4402,july,july,1,9
4403,capable,capable,1,9
4404,trespasser,trespasser,1,9
4405,bate,bate,1,9
4406,prayfortrump,prayfortrump,1,9
4407,________,________,1,9
4408,noname,noname,1,9
4409,schmidt,schmidt,2,6
4410,cyprus,cyprus,1,6
4411,advantage,advantage,1,6
4412,controversial,controversial,1,6
4413,passportforsale,passportforsale,1,6
4414,ft,ft,1,6
4415,task,task,1,6
4416,techtyranny,techtyranny,1,6
4417,solution,solution,1,1
4418,59,59,1,6
4419,conscience,conscience,1,6
4420,chuckle,chuckle,1,4
4421,chuckschumer,chuckschumer,1,4
4422,scream,scream,1,6
4423,impossibility,impossibility,1,6
4424,odni,odni,3,9
4425,ascertainment,ascertainment,1,9
4426,notify,notify,1,9
4427,zachary,zachary,1,9
4428,cohen,cohen,1,9
4429,combo,combo,1,4
4430,lethal,lethal,1,4
4431,underrate,underrate,1,4
4432,ramsland,ramsland,1,6
4433,istandwithpresidenttrump,istandwithpresidenttrump,1,6
4434,bleat,bleat,1,6
4435,execs,execs,1,6
4436,150000ballot,150000ballot,1,6
4437,alright,alright,1,6
4438,mexicos,mexicos,1,4
4439,congratulate,congratulate,1,4
4440,min,min,1,6
4441,natural,natural,1,6
4442,maxine,maxine,1,1
4443,bernier,bernier,1,1
4444,rebuke,rebuke,1,1
4445,speakup,speakup,1,6
4446,sayitloud,sayitloud,1,6
4447,democracyfirst,democracyfirst,1,6
4448,rubicon,rubicon,1,6
4449,boycottga,boycottga,1,6
4450,onenationundergod,onenationundergod,1,6
4451,table,table,1,6
4452,minus,minus,1,9
4453,phony,phony,2,9
4454,looksee,looksee,1,9
4455,meantime,meantime,1,9
4456,businessman,businessman,1,9
4457,nonexistent,nonexistent,1,9
4458,bribery,bribery,1,9
4459,mideast,mideast,1,9
4460,jerusalem,jerusalem,1,9
4461,israels,israels,1,9
4462,buildup,buildup,1,9
4463,nato,nato,1,9
4464,allamerican,allamerican,1,6
4465,boot,boot,1,6
4466,keep,keep,1,6
4467,dms,dms,1,6
4468,cute,cute,1,6
4469,lookout,lookout,1,6
4470,hesitation,hesitation,1,6
4471,provision,provision,1,6
4472,glee,glee,1,6
4473,uhh,uhh,1,6
4474,247,247,1,6
4475,healthcare,healthcare,1,6
4476,grandkids,grandkids,1,6
4477,longdistant,longdistant,1,6
4478,peoples_pundit,peoples_pundit,1,6
4479,wellsourced,wellsourced,1,6
4480,statistic,statistic,1,6
4481,statistician,statistician,1,6
4482,formal,formal,1,6
4483,wivessignificant,wivessignificant,1,6
4484,jawdropping,jawdropping,1,9
4485,exhibit,exhibit,1,9
4486,105,105,1,9
4487,age,age,1,9
4488,disability,disability,1,9
4489,305th,305th,1,9
4490,sam,sam,1,9
4491,missile,missile,1,9
4492,extensive,extensive,1,9
4493,specialist,specialist,1,9
4494,methodology,methodology,1,9
4495,employ,employ,1,9
4496,industry,industry,1,9
4497,toolkit,toolkit,1,9
4498,forensics,forensics,1,9
4499,osint,osint,1,9
4500,commonly,commonly,1,9
4501,node,node,1,9
4502,property,property,1,9
4503,vulnerability,vulnerability,1,9
4504,lion,lion,1,6
4505,eo13848,eo13848,1,6
4506,relevant,relevant,1,5
4507,equally,equally,1,5
4508,ssdd,ssdd,1,5
4509,trump2016,trump2016,1,5
4510,ceremony,ceremony,1,6
4511,mic,mic,1,6
4512,countryloving,countryloving,1,6
4513,delegation,delegation,1,6
4514,electionintegritynow,electionintegritynow,1,6
4515,millionsmagamarch,millionsmagamarch,1,6
4516,pride,pride,1,4
4517,gooooo,gooooo,1,4
4518,pause,pause,1,6
4519,breather,breather,1,6
4520,marjorie,marjorie,1,6
4521,impromptu,impromptu,1,6
4522,conspire,conspire,1,6
4523,mccafferty,mccafferty,1,6
4524,whistle,whistle,1,6
4525,mladies,mladies,1,5
4526,fedora,fedora,1,5
4527,electionresults2020,electionresults2020,1,1
4528,cheatingdemocrats,cheatingdemocrats,1,1
4529,brace,brace,1,6
4530,invade,invade,1,6
4531,supercharge,supercharge,1,6
4532,indispensable,indispensable,1,4
4533,rogerstonedidnothingwrong,rogerstonedidnothingwrong,1,4
4534,46th,46th,1,4
4535,cordie,cordie,1,4
4536,williams,williams,1,4
4537,nyc,nyc,1,6
4538,standby,standby,1,6
4539,jackal,jackal,1,6
4540,stopthestealbydemocrats,stopthestealbydemocrats,1,6
4541,dying,dying,1,4
4542,century,century,1,6
4543,julio,julio,2,6
4544,martinez,martinez,2,6
4545,hialeah,hialeah,1,6
4546,antisocialist,antisocialist,1,6
4547,anticommunist,anticommunist,1,6
4548,matinez,matinez,1,6
4549,3000,3000,1,6
4550,betfair,betfair,1,2
4551,91,91,1,2
4552,271,271,1,2
4553,slightly,slightly,1,2
4554,bet,bet,1,2
4555,ian,ian,1,2
4556,mile,mile,1,2
4557,cheong,cheong,1,2
4558,stub,stub,2,6
4559,10million,10million,1,6
4560,fec,fec,1,6
4561,accusation,accusation,1,6
4562,cardboard,cardboard,1,6
4563,trafalgar,trafalgar,1,6
4564,doug,doug,1,6
4565,collins,collins,1,6
4566,mysterious,mysterious,1,4
4567,instant,instant,1,4
4568,karma,karma,2,4
4569,hater,hater,1,4
4570,sht,sht,1,4
4571,21000,21000,1,6
4572,recall,recall,1,6
4573,impeachment,impeachment,1,6
4574,primarywhateverwe,primarywhateverwe,1,6
4575,removekemp,removekemp,1,6
4576,gagov,gagov,1,6
4577,removekempcom,removekempcom,1,6
4578,oughta,oughta,1,6
4579,buckle,buckle,1,6
4580,chastise,chastise,1,6
4581,noose,noose,1,6
4582,sexualized,sexualized,1,6
4583,complicit,complicit,1,6
4584,pennsylvanias,pennsylvanias,1,4
4585,admind,admind,1,2
4586,laymans,laymans,1,2
4587,anonymity,anonymity,1,2
4588,hysterical,hysterical,1,2
4589,mongering,mongering,1,2
4590,giulianis,giulianis,1,2
4591,dominionvotingsystems,dominionvotingsystems,1,2
4592,dominionsoftwarefraud,dominionsoftwarefraud,1,2
4593,pc,pc,1,2
4594,breakingnews,breakingnews,1,2
4595,realnews,realnews,1,2
4596,brass,brass,1,6
4597,emblem,emblem,1,2
4598,backboard,backboard,1,2
4599,whoremongers,whoremongers,1,2
4600,hardware,hardware,1,6
4601,rumor,rumor,1,6
4602,belong,belong,1,6
4603,sgt,sgt,1,6
4604,mal,mal,1,6
4605,stimulus,stimulus,1,6
4606,convince,convince,1,6
4607,knowingly,knowingly,1,6
4608,digitalnitro,digitalnitro,1,6
4609,creep,creep,1,1
4610,clickbait,clickbait,1,1
4611,fictitious,fictitious,1,1
4612,storyi,storyi,1,1
4613,backbone,backbone,1,6
4614,carolinians,carolinians,1,2
4615,budd,budd,1,2
4616,foxx,foxx,1,2
4617,mchenry,mchenry,1,2
4618,bishop,bishop,1,2
4619,rouzer,rouzer,1,2
4620,hudson,hudson,1,2
4621,cawthorn,cawthorn,1,2
4622,profess,profess,1,6
4623,isaiah,isaiah,1,6
4624,5417,5417,1,6
4625,glitched,glitched,1,2
4626,initiative,initiative,2,2
4627,growth,growth,1,2
4628,teneo,teneo,1,2
4629,activate,activate,1,6
4630,thisisnotover,thisisnotover,1,2
4631,uncensored,uncensored,1,6
4632,perspective,perspective,1,6
4633,stir,stir,1,6
4634,globe,globe,1,6
4635,hiv,hiv,1,6
4636,protein,protein,1,6
4637,homosexual,homosexual,3,6
4638,buttigieg,buttigieg,1,6
4639,glove,glove,1,6
4640,constitutionality,constitutionality,1,6
4641,ellie,ellie,1,6
4642,let,let,1,6
4643,albeit,albeit,1,6
4644,ultimate,ultimate,1,6
4645,seditious,seditious,1,6
4646,will,will,1,6
4647,mouth,mouth,1,4
4648,lee,lee,1,4
4649,katie,katie,1,9
4650,76,76,1,6
4651,cl,cl,1,6
4652,mccabe,mccabe,1,6
4653,shape,shape,1,6
4654,roar,roar,1,6
4655,tickle,tickle,1,6
4656,european,european,1,6
4657,seize,seize,1,6
4658,sydney,sydney,1,6
4659,detection,detection,1,6
4660,ntd,ntd,1,6
4661,amistadproject,amistadproject,1,6
4662,electionwhistleblowers,electionwhistleblowers,1,6
4663,132000,132000,1,6
4664,fuhrer,fuhrer,1,9
4665,das,das,1,9
4666,tritten,tritten,1,9
4667,reich,reich,1,9
4668,quick,quick,1,4
4669,bread,bread,1,4
4670,complain,complain,1,4
4671,dummy,dummy,1,4
4672,anxious,anxious,1,1
4673,lobby,lobby,1,1
4674,hug,hug,1,1
4675,financial,financial,1,6
4676,disclaimer,disclaimer,1,6
4677,aka,aka,1,6
4678,nighttime,nighttime,1,6
4679,loop,loop,1,6
4680,ultra,ultra,1,6
4681,healthy,healthy,2,6
4682,nerve,nerve,1,6
4683,blood,blood,1,6
4684,nervous,nervous,1,6
4685,function,function,1,6
4686,satellite,satellite,1,6
4687,lil,lil,1,2
4688,consecutive,consecutive,1,2
4689,humble,humble,1,6
4690,condo,condo,1,1
4691,heat,heat,1,1
4692,remodel,remodel,1,1
4693,library,library,2,1
4694,recover,recover,1,1
4695,pneumonia,pneumonia,1,1
4696,videospics,videospics,1,1
4697,patriotsdontquit,patriotsdontquit,1,1
4698,arkansas,arkansas,2,6
4699,rutledge,rutledge,1,6
4700,unlike,unlike,1,2
4701,repost,repost,1,2
4702,reclaimyourclout,reclaimyourclout,1,2
4703,freedomofspeech,freedomofspeech,1,2
4704,bidenharris2020,bidenharris2020,1,2
4705,breach,breach,1,6
4706,layer,layer,1,6
4707,overrun,overrun,1,6
4708,elijah,elijah,1,6
4709,schaffer,schaffer,1,6
4710,permanent,permanent,1,6
4711,researcher,researcher,1,6
4712,devote,devote,1,6
4713,nap,nap,1,6
4714,protectthevote,protectthevote,1,6
4715,mattbraynard,mattbraynard,1,4
4716,speculative,speculative,1,4
4717,magical,magical,1,6
4718,charade,charade,1,6
4719,gasp,gasp,1,5
4720,apologize,apologize,1,6
4721,wily,wily,1,6
4722,devil,devil,1,6
4723,smoke,smoke,1,6
4724,gun,gun,1,6
4725,itwillbebiblical,itwillbebiblical,1,6
4726,byebyekemp,byebyekemp,1,6
4727,antisocial,antisocial,1,6
4728,uninformed,uninformed,1,6
4729,womenforamericafirstmarch,womenforamericafirstmarch,1,6
4730,censorship,censorship,1,6
4731,speechless,speechless,1,1
4732,foreignelecetioninterference,foreignelecetioninterference,1,5
4733,exception,exception,1,4
4734,circulate,circulate,1,4
4735,kushner,kushner,1,4
4736,melanias,melanias,1,4
4737,thumb,thumb,2,6
4738,dow30k,dow30k,1,1
4739,rescanning,rescanning,1,6
4740,troubleshoot,troubleshoot,1,6
4741,2700,2700,1,6
4742,congrats,congrats,1,6
4743,ourfather,ourfather,1,6
4744,actively,actively,1,1
4745,sabatoge,sabatoge,1,1
4746,consultant,consultant,1,1
4747,incompetent,incompetent,1,1
4748,overthetop,overthetop,1,6
4749,entertain,entertain,1,6
4750,old,old,1,6
