,id,label,count,louvain
2037,uncover,uncover,2,6
2038,study,study,4,1
2039,finding,finding,2,6
2040,inform,inform,2,6
2041,calm,calm,2,6
2042,food,food,2,6
2043,rand,rand,2,6
2044,paul,paul,2,6
2045,marchtosaveamericacom,marchtosaveamericacom,2,6
2046,grandma,grandma,2,1
2047,bury,bury,2,1
2048,addict,addict,2,1
2049,nightmare,nightmare,2,1
2050,loser,loser,2,6
2051,bullhorns,bullhorns,2,5
2052,popup,popup,2,6
2053,minimalist,minimalist,2,6
2054,yuge,yuge,2,6
2055,aint,aint,2,2
2056,godblesspresidenttrump,godblesspresidenttrump,2,2
2057,mess,mess,2,6
2058,defendyourvote,defendyourvote,2,6
2059,fantastic,fantastic,2,6
2060,corporate,corporate,2,6
2061,jeopardize,jeopardize,2,6
2062,hillary,hillary,2,6
2063,wa,wa,3,6
2064,makeamericagreatagain,makeamericagreatagain,2,5
2065,defendant,defendant,2,6
2066,7pm,7pm,2,6
2067,gagop,gagop,2,6
2068,gapol,gapol,2,6
2069,perdue,perdue,2,6
2070,tuesday,tuesday,2,6
2071,google,google,2,6
2072,sheet,sheet,3,6
2073,apply,apply,2,6
2074,votecounting,votecounting,2,6
2075,overturn,overturn,2,6
2076,conflict,conflict,2,6
2077,basement,basement,2,6
2078,crack,crack,2,6
2079,gentleman,gentleman,2,6
2080,presidency,presidency,2,6
2081,donation,donation,2,6
2082,wife,wife,2,6
2083,eject,eject,2,6
2084,circumstance,circumstance,2,5
2085,dontgiveuptheship,dontgiveuptheship,2,5
2086,neversurrender,neversurrender,2,5
2087,vendor,vendor,2,6
2088,mitch,mitch,2,6
2089,quietly,quietly,2,6
2090,countys,countys,2,6
2091,slobber,slobber,2,9
2092,outrageous,outrageous,2,6
2093,popular,popular,2,6
2094,risk,risk,3,6
2095,protester,protester,2,6
2096,veritas,veritas,2,6
2097,unedited,unedited,2,6
2098,tradition,tradition,2,1
2099,roman,roman,2,6
2100,22,22,2,6
2101,lincoln,lincoln,2,6
2102,scene,scene,2,6
2103,convention,convention,2,6
2104,italian,italian,2,6
2105,network,network,3,9
2106,vandalism,vandalism,2,6
2107,where,where,2,6
2108,consider,consider,2,6
2109,soldier,soldier,2,2
2110,harm,harm,2,6
2111,crush,crush,2,6
2112,remind,remind,2,6
2113,coordinate,coordinate,2,6
2114,reflect,reflect,2,6
2115,halt,halt,2,6
2116,logan,logan,2,6
2117,ii,ii,2,6
2118,ubiquitous,ubiquitous,2,6
2119,provable,provable,2,6
2120,premedititated,premedititated,2,6
2121,orchestrate,orchestrate,2,6
2122,registrar,registrar,2,6
2123,dnc,dnc,2,6
2124,mediasocial,mediasocial,2,6
2125,beetlejuice,beetlejuice,2,4
2126,ongoing,ongoing,2,4
2127,cuz,cuz,2,5
2128,cry,cry,2,5
2129,johnson,johnson,2,6
2130,73,73,2,6
2131,folk,folk,2,6
2132,expert,expert,2,5
2133,impact,impact,2,6
2134,precinct,precinct,2,6
2135,position,position,2,4
2136,messiah,messiah,2,4
2137,thankyou,thankyou,2,6
2138,fan,fan,2,6
2139,4am,4am,2,6
2140,odd,odd,2,2
2141,sleep,sleep,2,6
2142,badly,badly,2,9
2143,abraham,abraham,2,6
2144,200000,200000,2,6
2145,clark,clark,2,6
2146,decade,decade,2,4
2147,boca,boca,2,6
2148,raton,raton,2,6
2149,transportation,transportation,2,6
2150,analyst,analyst,2,9
2151,rafter,rafter,2,6
2152,scaffold,scaffold,2,6
2153,lay,lay,2,1
2154,hurt,hurt,2,1
2155,compromise,compromise,2,6
2156,bgonthescene,bgonthescene,2,6
2157,location,location,2,6
2158,native,native,2,1
2159,gift,gift,2,6
2160,welcome,welcome,2,6
2161,pal,pal,2,6
2162,avoid,avoid,2,4
2163,ride,ride,2,6
2164,ken,ken,2,6
2165,bait,bait,2,6
2166,private,private,2,6
2167,cory,cory,2,6
2168,las,las,2,6
2169,door,door,2,6
2170,aerial,aerial,2,6
2171,magamillion,magamillion,2,4
2172,cancer,cancer,2,1
2173,glitch,glitch,3,6
2174,myth,myth,2,6
2175,flip,flip,2,6
2176,sweep,sweep,2,6
2177,japan,japan,3,6
2178,electionwhistleblower,electionwhistleblower,2,6
2179,oligarch,oligarch,2,1
2180,stoptheinsanity,stoptheinsanity,2,6
2181,jericho,jericho,2,6
2182,loganact,loganact,2,6
2183,type,type,2,3
2184,sharpiegate,sharpiegate,4,3
2185,browser,browser,2,3
2186,domain,domain,2,3
2187,94,94,2,3
2188,42019,42019,2,3
2189,actblue,actblue,2,3
2190,quote,quote,3,6
2191,coincidence,coincidence,2,6
2192,know,know,2,1
2193,perjure,perjure,2,4
2194,stopthecount,stopthecount,2,6
2195,august,august,2,5
2196,delay,delay,2,6
2197,slave,slave,2,4
2198,rowdy,rowdy,2,6
2199,vernon,vernon,2,6
2200,linwood,linwood,2,6
2201,beijing,beijing,2,1
2202,cortes,cortes,2,9
2203,ellipse,ellipse,2,6
2204,fence,fence,2,6
2205,introduce,introduce,2,6
2206,bitch,bitch,2,5
2207,evans,evans,2,2
2208,escort,escort,3,9
2209,litigation,litigation,2,6
2210,wall,wall,2,6
2211,space,space,2,6
2212,circle,circle,2,6
2213,hacker,hacker,2,9
2214,eyewitness,eyewitness,2,6
2215,breaking911,breaking911,2,6
2216,responsible,responsible,2,6
2217,electronic,electronic,3,9
2218,bear,bear,2,5
2219,georgias,georgias,2,6
2220,banner,banner,2,6
2221,active,active,2,6
2222,livestream,livestream,2,6
2223,presser,presser,2,6
2224,enemy,enemy,2,4
2225,cheat,cheat,3,1
2226,26,26,2,6
2227,estimate,estimate,2,6
2228,success,success,2,4
2229,stun,stun,2,6
2230,restriction,restriction,2,2
2231,marchfor45,marchfor45,2,6
2232,46,46,2,6
2233,disobedience,disobedience,3,6
2234,dog,dog,2,6
2235,crap,crap,2,4
2236,excitement,excitement,2,4
2237,knucklehead,knucklehead,2,6
2238,career,career,2,6
2239,standard,standard,3,9
2240,cuba,cuba,2,6
2241,strength,strength,2,9
2242,protection,protection,2,6
2243,millionmagamarch2020,millionmagamarch2020,2,6
2244,standup,standup,2,5
2245,inspirationalquote,inspirationalquote,2,5
2246,freudwasafraud,freudwasafraud,2,5
2247,readcarljung,readcarljung,2,5
2248,jordanpeterson,jordanpeterson,2,5
2249,hang,hang,2,6
2250,term,term,2,2
2251,clinton,clinton,4,2
2252,oann,oann,2,2
2253,onboard,onboard,2,6
2254,dang,dang,2,6
2255,harbor,harbor,2,6
2256,pt10,pt10,1,6
2257,midnight,midnight,1,6
2258,itd,itd,1,6
2259,tom,tom,1,6
2260,ranieri,ranieri,2,6
2261,cite,cite,1,6
2262,incidence,incidence,1,6
2263,indepth,indepth,1,6
2264,decider,decider,1,6
2265,bono,bono,1,6
2266,experimental,experimental,1,6
2267,overreach,overreach,1,6
2268,nowjoin,nowjoin,1,6
2269,reheheeeeeally,reheheeeeeally,1,5
2270,bullshit,bullshit,1,5
2271,rub,rub,1,5
2272,soyjak,soyjak,1,5
2273,npc,npc,1,5
2274,plastic,plastic,1,6
2275,curse,curse,1,6
2276,pop,pop,1,6
2277,belonging,belonging,1,6
2278,interior,interior,1,6
2279,vandalize,vandalize,1,6
2280,xenophobic,xenophobic,1,6
2281,kerosene,kerosene,1,6
2282,escape,escape,1,6
2283,disable,disable,1,6
2284,sponsor,sponsor,1,6
2285,frisco,frisco,1,6
2286,passion,passion,1,4
2287,lightning,lightning,1,4
2288,rod,rod,1,4
2289,desperately,desperately,1,4
2290,near,near,1,6
2291,harass,harass,1,6
2292,49,49,1,6
2293,39,39,1,6
2294,antipatriot,antipatriot,1,6
2295,yeehaw,yeehaw,1,6
2296,sturdy,sturdy,1,6
2297,emblazon,emblazon,1,6
2298,sexy,sexy,1,6
2299,af,af,1,6
2300,fort,fort,1,6
2301,lauderdale,lauderdale,1,6
2302,capitalist,capitalist,1,6
2303,columnist,columnist,1,6
2304,suck,suck,1,6
2305,7th,7th,1,6
2306,profiteer,profiteer,1,6
2307,profitable,profitable,1,6
2308,studio,studio,1,6
2309,wide,wide,1,6
2310,boat,boat,1,6
2311,cuss,cuss,1,5
2312,rifle,rifle,1,5
2313,1080p,1080p,1,6
2314,hd,hd,1,6
2315,phew,phew,1,6
2316,splice,splice,1,6
2317,uncut,uncut,1,6
2318,vlogs,vlogs,1,6
2319,fun,fun,1,6
2320,magarally,magarally,1,6
2321,84,84,1,6
2322,intention,intention,1,6
2323,servant,servant,1,6
2324,belly,belly,1,6
2325,firestarter,firestarter,1,6
2326,publicly,publicly,1,6
2327,excess,excess,1,6
2328,megaphone,megaphone,1,6
2329,noise,noise,1,6
2330,contribute,contribute,1,6
2331,redpillfairycomsupport,redpillfairycomsupport,1,6
2332,retard,retard,1,6
2333,joyous,joyous,1,6
2334,coalesce,coalesce,1,6
2335,ashli,ashli,1,6
2336,babbitt,babbitt,1,6
2337,horrible,horrible,1,6
2338,tiny,tiny,1,6
2339,asian,asian,1,6
2340,engagement,engagement,1,6
2341,ring,ring,1,6
2342,muscley,muscley,1,6
2343,boyfriend,boyfriend,1,6
2344,man,man,1,6
2345,shed,shed,1,6
2346,periodically,periodically,1,6
2347,yexans,yexans,1,6
2348,510,510,1,6
2349,sovereignty,sovereignty,1,6
2350,subversion,subversion,1,6
2351,phyllis,phyllis,1,6
2352,schlafly,schlafly,1,6
2353,eagle,eagle,1,6
2354,transparency2020,transparency2020,1,6
2355,gateway,gateway,1,6
2356,hoft,hoft,1,6
2357,glorious,glorious,1,6
2358,congratulation,congratulation,1,6
2359,violently,violently,1,6
2360,indoctrinate,indoctrinate,1,6
2361,youth,youth,1,6
2362,plenty,plenty,1,6
2363,wearethestorm,wearethestorm,1,6
2364,periscope,periscope,1,6
2365,wary,wary,1,1
2366,pretend,pretend,1,1
2367,landmark,landmark,1,6
2368,neighborhood,neighborhood,1,6
2369,deflate,deflate,1,6
2370,depress,depress,1,6
2371,mandate,mandate,1,6
2372,behave,behave,1,6
2373,arena,arena,1,6
2374,rioter,rioter,1,4
2375,modernday,modernday,1,4
2376,feeling,feeling,1,4
2377,comb,comb,1,6
2378,butt,butt,1,6
2379,goooo,goooo,1,6
2380,battlehorn,battlehorn,2,5
2381,amplify,amplify,1,5
2382,custom,custom,3,5
2383,bullhorn,bullhorn,1,5
2384,array,array,1,5
2385,17th,17th,1,5
2386,enddomestic,enddomestic,1,5
2387,terrorism,terrorism,1,5
2388,500,500,1,5
2389,wheeler,wheeler,1,5
2390,vastly,vastly,1,5
2391,outsmart,outsmart,1,5
2392,horde,horde,1,5
2393,modify,modify,1,5
2394,decal,decal,1,5
2395,34,34,1,5
2396,barney,barney,1,5
2397,theme,theme,1,5
2398,possibility,possibility,1,5
2399,hashtag,hashtag,1,5
2400,annoyyourneighbors,annoyyourneighbors,1,5
2401,965,965,1,6
2402,trade,trade,1,6
2403,suite,suite,1,6
2404,890307802,890307802,1,6
2405,merica,merica,1,5
2406,overlord,overlord,1,5
2407,assbitch,assbitch,2,5
2408,mericachad,mericachad,2,5
2409,lameduck,lameduck,1,5
2410,fuckery,fuckery,1,5
2411,paraphrase,paraphrase,1,5
2412,karens,karens,1,5
2413,doomers,doomers,1,5
2414,purplehaired,purplehaired,1,5
2415,commietards,commietards,1,5
2416,shills,shills,1,5
2417,hamper,hamper,1,5
2418,marine,marine,1,1
2419,display,display,1,1
2420,ilhan,ilhan,1,6
2421,omar,omar,1,6
2422,klan,klan,1,6
2423,ilhanomar,ilhanomar,1,6
2424,vocal,vocal,1,6
2425,myour,myour,1,6
2426,stance,stance,1,6
2427,texasgoporg,texasgoporg,1,6
2428,additionally,additionally,1,6
2429,preshow,preshow,1,6
2430,eightypercentcoalitioncom,eightypercentcoalitioncom,1,6
2431,troop,troop,1,6
2432,meeting,meeting,1,6
2433,10personcrowd,10personcrowd,1,6
2434,singular,singular,1,6
2435,weekly,weekly,1,6
2436,signal,signal,1,6
2437,gofundme,gofundme,1,6
2438,buck,buck,1,6
2439,1200,1200,1,6
2440,501,501,1,6
2441,17120,17120,1,6
2442,wearethestormrally,wearethestormrally,1,6
2443,baton,baton,1,6
2444,rouge,rouge,1,6
2445,motherinlaw,motherinlaw,1,6
2446,perform,perform,2,6
2447,shell,shell,1,6
2448,godblesstheusa,godblesstheusa,1,6
2449,island,island,1,6
2450,scottpressler,scottpressler,1,6
2451,11th,11th,1,6
2452,13th,13th,1,6
2453,brooke,brooke,1,6
2454,celebrity,celebrity,1,6
2455,tirelessly,tirelessly,1,6
2456,lucrative,lucrative,1,6
2457,importantly,importantly,1,1
2458,slapper,slapper,1,6
2459,absolute,absolute,1,6
2460,voila,voila,1,6
2461,biden2020,biden2020,1,5
2462,joepedosaway,joepedosaway,1,5
2463,fridayfridaygottagetdownonfriday,fridayfridaygottagetdownonfriday,1,5
2464,hadnt,hadnt,1,6
2465,cybermanipulation,cybermanipulation,1,1
2466,beware,beware,1,1
2467,fbicia,fbicia,1,1
2468,coveruphaspel,coveruphaspel,1,1
2469,wray,wray,1,1
2470,onthegroundprotests,onthegroundprotests,1,6
2471,overseer,overseer,1,6
2472,consume,consume,1,1
2473,1585,1585,1,6
2474,2560,2560,1,6
2475,66247,66247,1,6
2476,3040000,3040000,1,6
2477,lawscodes,lawscodes,1,6
2478,corruptors,corruptors,1,4
2479,politico,politico,1,6
2480,arse,arse,1,6
2481,godfather,godfather,1,1
2482,failure,failure,1,1
2483,usher,usher,1,1
2484,seeitall,seeitall,1,1
2485,ugh,ugh,1,6
2486,2011,2011,1,6
2487,tailor,tailor,1,6
2488,appointment,appointment,1,4
2489,epstein,epstein,1,4
2490,button,button,1,4
2491,survival,survival,1,6
2492,onslaught,onslaught,1,9
2493,shine,shine,1,9
2494,unravel,unravel,1,9
2495,branch,branch,1,6
2496,reserve,reserve,1,6
2497,froth,froth,1,9
2498,spokeswoman,spokeswoman,1,9
2499,appointee,appointee,1,9
2500,liberalheadexplosion,liberalheadexplosion,1,9
2501,behaviour,behaviour,1,6
2502,suggestion,suggestion,2,6
2503,collier,collier,1,6
2504,peaceably,peaceably,1,6
2505,bowland,bowland,1,6
2506,beacon,beacon,1,6
2507,5400,5400,1,6
2508,tamiami,tamiami,1,6
2509,northeast,northeast,1,6
2510,corner,corner,1,6
2511,us41,us41,1,6
2512,pine,pine,1,6
2513,ridge,ridge,1,6
2514,colliercounty,colliercounty,1,6
2515,ar,ar,1,6
2516,ms,ms,1,6
2517,mt,mt,1,6
2518,ne,ne,1,6
2519,k,k,1,6
2520,sc,sc,1,6
2521,sd,sd,1,6
2522,tn,tn,1,6
2523,ut,ut,1,6
2524,wv,wv,1,6
2525,redwave,redwave,1,6
2526,removal,removal,1,6
2527,grain,grain,1,6
2528,salt,salt,1,6
2529,obtain,obtain,1,6
2530,insider,insider,1,6
2531,ignite,ignite,1,6
2532,rnla,rnla,1,6
2533,cochair,cochair,1,6
2534,harmeet,harmeet,1,6
2535,dhillon,dhillon,1,6
2536,pipe,pipe,1,6
2537,evacuation,evacuation,1,6
2538,nearby,nearby,1,6
2539,building,building,1,6
2540,61,61,1,6
2541,van,van,1,6
2542,330am,330am,1,6
2543,limbopublic,limbopublic,1,6
2544,shane,shane,1,6
2545,trejo,trejo,1,6
2546,patriotsonfire,patriotsonfire,1,6
2547,powell1,powell1,1,6
2548,silicon,silicon,1,6
2549,pad,pad,1,6
2550,deem,deem,1,6
2551,investment,investment,1,6
2552,restrict,restrict,1,6
2553,code,code,1,6
2554,standfirm,standfirm,1,1
2555,1501,1501,1,6
2556,nw,nw,1,6
2557,40th,40th,1,6
2558,lauderhill,lauderhill,1,6
2559,33313,33313,1,6
2560,pile,pile,1,6
2561,moneyforvotes,moneyforvotes,1,6
2562,raffle,raffle,1,6
2563,trumper,trumper,1,6
2564,ginsberg,ginsberg,1,6
2565,dontgiveup,dontgiveup,1,6
2566,bundle,bundle,1,6
2567,112,112,1,6
2568,113,113,1,6
2569,guidance,guidance,1,6
2570,morgana,morgana,1,6
2571,subcontractor,subcontractor,1,6
2572,saveamericarally,saveamericarally,1,4
2573,chase,chase,1,2
2574,rabbit,rabbit,1,2
2575,hole,hole,1,2
2576,racism,racism,1,4
2577,undeliverable,undeliverable,1,6
2578,388000,388000,1,6
2579,disappear,disappear,1,6
2580,lockupthetraitors,lockupthetraitors,1,6
2581,tampa,tampa,2,6
2582,bay,bay,1,6
2583,overview,overview,1,6
2584,openly,openly,1,6
2585,recruit,recruit,1,6
2586,proudly,proudly,1,6
2587,license,license,1,6
2588,mallochbrown,mallochbrown,1,6
2589,2015,2015,1,6
2590,canvasser,canvasser,1,6
2591,intense,intense,1,6
2592,commenter,commenter,1,6
2593,ned,ned,1,6
2594,staebler,staebler,1,6
2595,jennifer,jennifer,1,6
2596,ann,ann,1,6
2597,wxyz,wxyz,1,6
2598,battleplan,battleplan,1,6
2599,publish,publish,1,6
2600,implement,implement,1,6
2601,pioycolx,pioycolx,1,6
2602,pussy,pussy,1,5
2603,anti,anti,1,5
2604,fascist,fascist,1,5
2605,projectile,projectile,1,5
2606,vomit,vomit,1,5
2607,bigotry,bigotry,1,5
2608,ideology,ideology,1,5
2609,pandemic,pandemic,1,5
2610,enable,enable,1,5
2611,thrive,thrive,1,5
2612,commiescum,commiescum,1,5
2613,anarchocommunismisaids,anarchocommunismisaids,1,5
2614,marxismisherpes,marxismisherpes,1,5
2615,antifasmegma,antifasmegma,1,5
2616,deathtoantifa,deathtoantifa,1,5
2617,venmo,venmo,1,6
2618,madness,madness,1,6
2619,instance,instance,1,6
2620,solomon,solomon,1,6
2621,louisiana,louisiana,2,6
2622,jeff,jeff,1,6
2623,landrys,landrys,1,6
2624,textbook,textbook,1,6
2625,colour,colour,1,6
2626,uncertainty,uncertainty,1,6
2627,pressler,pressler,1,6
2628,trumpwon2020,trumpwon2020,1,6
2629,prerally,prerally,1,6
2630,usembassy,usembassy,1,5
2631,palpable,palpable,1,6
2632,anytime,anytime,1,6
2633,conclusion,conclusion,1,6
2634,consultation,consultation,1,6
2635,assessment,assessment,1,6
2636,indicate,indicate,1,6
2637,630pmet,630pmet,1,6
2638,humbly,humbly,1,1
2639,75million,75million,1,1
2640,jan6th,jan6th,1,6
2641,inbox,inbox,1,6
2642,refusal,refusal,1,6
2643,paytriot,paytriot,1,2
2644,grifters,grifters,1,2
2645,talentless,talentless,1,2
2646,manage,manage,1,4
2647,roundtable,roundtable,1,6
2648,schumer,schumer,2,6
2649,cemetery,cemetery,1,4
2650,thunderous,thunderous,1,4
2651,dent,dent,1,1
2652,puny,puny,1,1
2653,mosquito,mosquito,1,1
2654,buzz,buzz,1,1
2655,ear,ear,1,1
2656,pathetic,pathetic,2,1
2657,speck,speck,1,1
2658,dirt,dirt,1,1
2659,comparison,comparison,1,1
2660,disappoint,disappoint,1,1
2661,laughter,laughter,1,1
2662,alinsky,alinsky,1,1
2663,wannabeprotege,wannabeprotege,1,1
2664,revise,revise,1,6
2665,successfully,successfully,1,6
2666,fedex,fedex,1,6
2667,disguise,disguise,1,6
2668,apartment,apartment,1,6
2669,dataset,dataset,1,6
2670,package,package,1,6
2671,survey,survey,1,6
2672,toplines,toplines,1,6
2673,strategist,strategist,1,6
2674,shenanigan,shenanigan,1,6
2675,andy,andy,1,6
2676,biggs,biggs,1,6
2677,gosar,gosar,1,6
2678,everylegalvotecounted,everylegalvotecounted,1,6
2679,nefarious,nefarious,1,6
2680,criticism,criticism,1,6
2681,ineffectiveness,ineffectiveness,1,6
2682,complicity,complicity,1,6
2683,diary,diary,1,6
2684,cold,cold,1,6
2685,infiltration,infiltration,1,6
2686,neonazis,neonazis,1,6
2687,princeharry,princeharry,1,5
2688,meghanmarkel,meghanmarkel,1,5
2689,marketpodcast,marketpodcast,1,5
2690,percentage,percentage,1,6
2691,sail,sail,1,6
2692,cheater,cheater,1,6
2693,whitmer,whitmer,1,6
2694,contrast,contrast,1,6
2695,450000,450000,1,6
2696,miraculously,miraculously,1,6
2697,trump2024,trump2024,1,6
2698,rob,rob,1,1
2699,305,305,1,6
2700,233,233,1,6
2701,18nov,18nov,1,6
2702,ak,ak,1,6
2703,raiklin,raiklin,1,6
2704,unhinge,unhinge,2,6
2705,janet,janet,1,6
2706,porter,porter,1,6
2707,faith2action,faith2action,1,6
2708,author,author,1,6
2709,heartbeat,heartbeat,1,6
2710,narrate,narrate,1,6
2711,san,san,1,1
2712,francisco,francisco,1,1
2713,gear,gear,1,1
2714,ahhhhhhhh,ahhhhhhhh,1,1
2715,explode,explode,1,6
2716,jose,jose,1,6
2717,aliaga,aliaga,1,6
2718,chanel,chanel,1,6
2719,rion,rion,1,6
2720,reconstitute,reconstitute,1,6
2721,mexican,mexican,1,6
2722,loosen,loosen,1,6
2723,tongue,tongue,1,6
2724,de,de,1,6
2725,blasios,blasios,1,6
2726,flashback,flashback,1,6
2727,sourceslinks,sourceslinks,1,6
2728,privilege,privilege,1,2
2729,management,management,1,2
2730,prochrist,prochrist,1,2
2731,outspoken,outspoken,1,2
2732,leftistglobalists,leftistglobalists,1,2
2733,shadowbanned,shadowbanned,1,2
2734,accomplishment,accomplishment,1,2
2735,delray,delray,1,6
2736,beach,beach,1,6
2737,lawyering,lawyering,1,6
2738,carolyn,carolyn,1,6
2739,ryan,ryan,1,6
2740,scrub,scrub,2,6
2741,independent,independent,1,6
2742,range,range,1,6
2743,outright,outright,1,6
2744,mistake,mistake,1,6
2745,rt,rt,1,6
2746,auditnow,auditnow,1,6
2747,airfare,airfare,1,6
2748,tremendous,tremendous,1,6
2749,achievement,achievement,1,5
2750,east,east,1,5
2751,shore,shore,1,5
2752,israel,israel,2,5
2753,persuade,persuade,1,5
2754,muslim,muslim,1,5
2755,jewish,jewish,1,5
2756,farrakhan,farrakhan,1,5
2757,rapidity,rapidity,1,5
2758,dismantle,dismantle,1,5
2759,punish,punish,1,5
2760,withhold,withhold,1,5
2761,jet,jet,1,5
2762,iran,iran,1,5
2763,palestinian,palestinian,1,5
2764,surely,surely,1,5
2765,sydneypowell,sydneypowell,1,5
2766,photograph,photograph,1,6
2767,cam,cam,1,6
2768,cnbc,cnbc,1,6
2769,farfetched,farfetched,1,6
2770,publicize,publicize,1,9
2771,clarify,clarify,1,4
2772,hewon,hewon,1,4
2773,commute,commute,1,1
2774,sentence,sentence,1,1
2775,miguel,miguel,1,1
2776,caballero,caballero,1,1
2777,lauraloomerforcongress,lauraloomerforcongress,1,1
2778,miraculous,miraculous,1,4
2779,meltdown,meltdown,1,6
2780,agitate,agitate,1,6
2781,anxiety,anxiety,1,6
2782,elenaparent,elenaparent,1,6
2783,quitter,quitter,1,2
2784,il,il,1,2
2785,courageous,courageous,1,6
2786,4th,4th,1,6
2787,suppose,suppose,1,6
2788,amicus,amicus,1,6
2789,tissue,tissue,1,1
2790,flash,flash,1,1
2791,tuckercarlson,tuckercarlson,1,1
2792,behavior,behavior,1,6
2793,seal,seal,1,6
2794,indiana,indiana,1,6
2795,1116,1116,1,4
2796,1119,1119,1,4
2797,newsom,newsom,1,4
2798,15000,15000,1,6
2799,theyll,theyll,1,6
2800,unretires,unretires,1,6
2801,unupdated,unupdated,1,6
2802,tim,tim,1,6
2803,freak,freak,1,6
2804,minnesota,minnesota,1,6
2805,gossip,gossip,1,6
2806,climate,climate,2,9
2807,czar,czar,2,9
2808,kerry,kerry,1,9
2809,climateczar,climateczar,1,9
2810,johnkerry,johnkerry,1,9
2811,carrier,carrier,1,6
2812,tape,tape,1,6
2813,handful,handful,1,6
2814,unit,unit,1,6
2815,mailfraud,mailfraud,1,6
2816,useless,useless,1,2
2817,budget,budget,1,2
2818,monthlong,monthlong,1,6
2819,lift,lift,1,6
2820,grocery,grocery,1,6
2821,operate,operate,1,6
2822,shopper,shopper,1,6
2823,breadlines,breadlines,1,6
2824,compete,compete,1,6
2825,resource,resource,1,6
2826,restaurant,restaurant,1,6
2827,delivery,delivery,1,6
2828,nonessential,nonessential,1,6
2829,nail,nail,1,6
2830,salon,salon,1,6
2831,goodbye,goodbye,1,6
2832,income,income,1,6
2833,gettysburg,gettysburg,1,6
2834,crowdsourcing,crowdsourcing,1,6
2835,showthecount,showthecount,1,6
2836,peek,peek,1,6
2837,restore,restore,1,6
2838,legitimacy,legitimacy,1,6
2839,satisfy,satisfy,1,6
2840,desperate,desperate,1,6
2841,coverup,coverup,1,6
2842,electioninterference,electioninterference,1,6
2843,pathway,pathway,1,5
2844,citizenship,citizenship,1,5
2845,11million,11million,1,5
2846,virtuesignaling,virtuesignaling,1,5
2847,articulate,articulate,1,5
2848,improve,improve,1,5
2849,whack,whack,1,5
2850,brown,brown,1,5
2851,fushias,fushias,1,5
2852,chartreuse,chartreuse,1,5
2853,bbi,bbi,1,5
2854,americansfirst,americansfirst,1,5
2855,blackgoeswitheverything,blackgoeswitheverything,1,5
2856,callevidence,callevidence,1,6
2857,arizonahearings,arizonahearings,1,6
2858,scare,scare,1,4
2859,whopping,whopping,1,6
2860,justiceroberts,justiceroberts,1,5
2861,texassuit,texassuit,1,5
2862,electionsteal,electionsteal,1,5
2863,abomination,abomination,1,9
2864,proabortion,proabortion,1,9
2865,abortionismurder,abortionismurder,1,9
2866,babylon,babylon,1,9
2867,inaugural,inaugural,1,6
2868,hoyer,hoyer,1,6
2869,33,33,1,6
2870,mccarthy,mccarthy,1,6
2871,blunt,blunt,1,6
2872,caygle,caygle,1,6
2873,vigilante,vigilante,1,5
2874,harbinger,harbinger,1,5
2875,resetnwo,resetnwo,1,5
2876,statefakenews,statefakenews,1,5
2877,enabler,enabler,1,5
2878,trumpisher,trumpisher,1,5
2879,warpath,warpath,1,5
2880,vengeance,vengeance,1,5
2881,bidencheated,bidencheated,1,5
2882,fuckthemsm,fuckthemsm,1,5
2883,thepunisher,thepunisher,1,5
2884,plot,plot,1,6
2885,18minute,18minute,1,6
2886,crashthesystem,crashthesystem,1,6
2887,cancelthecoup,cancelthecoup,1,6
2888,gang,gang,1,1
2889,fightdont,fightdont,1,1
2890,iq,iq,1,1
2891,experiencedont,experiencedont,1,1
2892,unable,unable,1,1
2893,yourselfdont,yourselfdont,1,1
2894,lb,lb,1,1
2895,armenia,armenia,1,5
2896,erdogan,erdogan,1,5
2897,turkey,turkey,1,5
2898,patroits,patroits,1,6
2899,perry,perry,1,2
2900,jordan,jordan,1,2
2901,scorch,scorch,1,2
2902,scorchedearth,scorchedearth,1,2
2903,predicament,predicament,1,6
2904,soon,soon,1,6
2905,misrepresent,misrepresent,1,6
2906,regular,regular,1,6
2907,demon,demon,1,6
2908,appellate,appellate,1,6
2909,commonwealth,commonwealth,1,6
2910,identification,identification,1,6
2911,statutory,statutory,1,6
2912,ballotcount,ballotcount,1,6
2913,capability,capability,1,6
2914,robb,robb,1,6
2915,hurst,hurst,1,6
2916,cpa,cpa,1,6
2917,wheresbarr,wheresbarr,1,6
2918,breakdown,breakdown,1,6
2919,gestapo,gestapo,1,6
2920,fine,fine,1,1
2921,positive,positive,1,1
2922,nonpublic,nonpublic,1,1
2923,development,development,1,1
2924,soft,soft,1,1
2925,sorta,sorta,1,1
2926,workingpressure,workingpressure,1,1
2927,wethepeople,wethepeople,1,1
2928,selfgovern,selfgovern,1,1
2929,index,index,1,6
2930,ssdi,ssdi,1,6
2931,database,database,1,6
2932,centenarian,centenarian,1,6
2933,twenty,twenty,1,6
2934,groundzero,groundzero,1,6
2935,galege,galege,1,6
2936,exhaust,exhaust,1,6
2937,ounce,ounce,1,6
2938,tryin,tryin,1,6
2939,i95,i95,1,6
2940,divert,divert,1,6
2941,godspeed,godspeed,1,6
2942,crusader,crusader,1,6
2943,await,await,1,6
2944,arrival,arrival,1,6
2945,810,810,1,6
2946,rudyguiliani,rudyguiliani,1,6
2947,meaningfully,meaningfully,1,6
2948,supervise,supervise,1,6
